Iteration;Time;TD-0;TD-1;TD-2;TD-3;TD-4;TD-5;TD-6;TD-7;TD-8;
2228;0,335;0;4;0;4;0;0;4;4;0
3728;0,415;0;3;0;3;0;4;3;3;0
5319;0,508;0;2;0;2;0;3;2;2;0
6967;0,577;0;1;0;1;0;2;1;1;0
8467;0,694;0;0;0;0;0;1;0;0;0
10595;0,832;4;0;0;0;0;0;0;5;4
12095;0,916;3;0;0;0;4;0;4;4;3
13595;0,968;2;0;0;0;3;0;3;3;2
15194;1,025;1;0;0;0;2;0;2;2;1
16694;1,08;0;0;0;0;1;0;1;1;0
18194;1,14;5;0;0;0;0;0;0;0;0
20194;1,23;4;0;4;0;0;4;0;0;4
21772;1,325;3;0;3;0;0;3;4;0;3
23272;1,372;2;0;2;0;0;2;3;0;2
24772;1,425;1;0;1;0;0;1;2;0;1
26272;1,469;0;0;0;0;0;0;1;4;0
28272;1,547;6;0;0;0;4;0;0;3;0
29826;1,601;5;0;0;0;3;4;0;2;0
31326;1,648;4;0;0;4;2;3;0;1;4
32326;1,683;3;0;0;3;1;2;0;0;3
33826;1,749;2;0;0;2;0;1;4;0;2
35326;1,817;1;0;0;1;0;0;3;4;1
36826;1,886;0;0;0;0;0;0;2;3;0
38885;2,012;7;0;4;0;0;0;1;2;0
40385;2,085;6;4;3;4;0;0;0;1;0
41885;2,154;5;3;2;3;0;0;0;0;0
43385;2,229;4;2;1;2;4;0;0;0;0
44885;2,297;3;1;0;1;3;0;4;4;0
45885;2,337;2;0;0;0;2;0;3;3;0
47385;2,411;1;5;0;0;1;0;2;2;0
48925;2,484;0;4;0;0;0;0;1;1;0
50425;2,568;0;3;0;0;0;0;0;0;4
52425;2,679;0;2;4;0;0;0;0;5;3
53925;2,741;0;1;3;0;4;0;4;4;2
54925;2,767;0;0;2;0;3;0;3;3;1
56425;2,81;0;0;1;0;2;0;2;2;0
57925;2,857;4;0;0;0;1;0;1;1;0
59425;2,918;3;0;5;0;0;0;0;0;0
61472;3,047;2;0;4;0;5;0;0;0;4
62972;3,119;1;4;3;0;4;0;0;0;3
64472;3,209;0;3;2;0;3;0;0;4;2
65972;3,278;0;2;1;0;2;0;4;3;1
66972;3,319;0;1;0;0;1;0;3;2;0
68472;3,393;0;0;6;0;0;0;2;1;0
69972;3,479;0;0;5;0;6;0;1;0;0
71472;3,56;4;4;4;0;5;0;0;0;0
72972;3,635;3;3;3;4;4;0;0;0;0
74498;3,709;2;2;2;3;3;0;0;0;0
75998;3,776;1;1;1;2;2;0;0;0;0
77498;3,848;0;0;0;1;1;0;4;4;0
78998;3,913;0;0;0;0;0;0;3;3;4
80498;3,963;0;0;0;0;7;0;2;2;3
81998;4,01;0;0;0;4;6;0;1;1;2
83498;4,071;0;0;0;3;5;0;0;0;1
84998;4,152;0;0;0;2;4;0;0;5;0
86498;4,23;0;0;4;1;3;0;4;4;0
87998;4,296;0;0;3;0;2;0;3;3;0
89537;4,377;0;0;2;0;1;4;2;2;0
91037;4,444;0;0;1;0;0;3;1;1;0
92537;4,52;0;0;0;0;8;2;0;0;0
94537;4,635;4;0;0;4;7;1;0;0;0
96037;4,696;3;0;0;3;6;0;0;4;4
97537;4,739;2;0;0;2;5;0;4;3;3
98537;4,766;1;0;0;1;4;0;3;2;2
99537;4,792;0;0;0;0;3;0;2;1;1
101037;4,839;0;0;4;0;2;0;1;0;0
102537;4,892;4;0;3;0;1;0;0;5;0
104037;4,97;3;0;2;0;0;0;0;4;4
105566;5,044;2;0;1;0;8;0;0;3;3
107066;5,107;1;0;0;0;7;0;4;2;2
108566;5,177;0;0;0;0;6;0;3;1;1
110066;5,25;0;0;4;0;5;0;2;0;0
111566;5,336;0;0;3;0;4;4;1;0;0
113066;5,407;4;0;2;0;3;3;0;0;0
114566;5,48;3;4;1;0;2;2;0;0;0
116066;5,576;2;3;0;0;1;1;0;4;0
117566;5,642;1;2;0;0;0;0;4;3;0
119066;5,717;0;1;0;0;0;0;3;2;4
120566;5,788;0;0;4;0;0;0;2;1;3
122093;5,891;0;0;3;0;4;0;1;0;2
123593;5,96;0;4;2;0;3;0;0;0;1
125093;6,031;0;3;1;4;2;0;0;4;0
126593;6,095;0;2;0;3;1;0;4;3;0
128093;6,164;0;1;0;2;0;0;3;2;0
129593;6,239;0;0;4;1;0;0;2;1;0
131093;6,313;4;0;3;0;0;0;1;0;0
132593;6,392;3;0;2;0;0;0;0;0;4
134093;6,467;2;0;1;0;4;0;0;0;3
135593;6,571;1;4;0;0;3;0;0;4;2
137093;6,639;0;3;0;0;2;0;4;3;1
138619;6,706;0;2;0;0;1;0;3;2;0
140119;6,78;0;1;0;0;0;0;2;1;5
141619;6,852;4;0;0;0;0;0;1;0;4
143119;6,933;3;0;0;0;0;4;0;0;3
144619;7,012;2;0;0;0;4;3;0;0;2
146119;7,088;1;0;0;4;3;2;0;0;1
147619;7,154;0;0;0;3;2;1;0;4;0
149119;7,226;0;0;0;2;1;0;4;3;0
150619;7,299;0;0;0;1;0;0;3;2;4
152119;7,371;0;0;0;0;0;4;2;1;3
153619;7,444;0;0;0;5;0;3;1;0;2
155145;7,517;0;0;0;4;0;2;0;5;1
156645;7,59;0;0;0;3;4;1;0;4;0
158145;7,664;0;0;0;2;3;0;4;3;0
159645;7,738;0;0;0;1;2;5;3;2;0
161145;7,803;0;0;0;0;1;4;2;1;0
162645;7,877;0;0;0;6;0;3;1;0;0
164145;7,954;4;0;0;5;0;2;0;0;0
165645;8,033;3;4;0;4;0;1;0;4;0
167145;8,096;2;3;0;3;0;0;4;3;0
168645;8,161;1;2;0;2;0;0;3;2;0
170145;8,226;0;1;0;1;0;0;2;1;0
171669;8,301;0;0;4;0;0;0;1;0;0
173669;8,414;4;0;3;0;0;4;0;0;0
175169;8,498;3;0;2;0;0;3;0;0;4
176669;8,583;2;0;1;4;0;2;0;0;3
178169;8,68;1;0;0;3;0;1;0;4;2
179669;8,742;0;0;0;2;0;0;4;3;1
181169;8,795;0;4;0;1;0;0;3;2;0
182669;8,847;4;3;0;0;0;0;2;1;0
184169;8,9;3;2;4;0;0;0;1;0;0
185669;8,95;2;1;3;0;0;4;0;0;0
187169;9,015;1;0;2;4;0;3;0;4;0
188700;9,067;0;0;1;3;0;2;4;3;0
190200;9,113;0;0;0;2;0;1;3;2;0
191700;9,162;4;0;0;1;0;0;2;1;0
193200;9,212;3;0;0;0;0;5;1;0;0
194700;9,271;2;0;0;5;0;4;0;0;0
196200;9,327;1;4;0;4;0;3;0;4;0
197700;9,374;0;3;0;3;0;2;4;3;0
199200;9,422;0;2;0;2;0;1;3;2;0
200700;9,471;0;1;0;1;0;0;2;1;0
202200;9,521;0;0;0;0;0;6;1;0;0
204200;9,588;0;5;0;0;4;5;0;0;0
205723;9,645;0;4;0;4;3;4;0;4;0
207223;9,694;0;3;0;3;2;3;4;3;0
208223;9,724;0;2;0;2;1;2;3;2;0
209223;9,752;0;1;0;1;0;1;2;1;0
210723;9,801;0;0;0;0;0;0;1;0;0
212723;9,881;0;0;0;0;0;7;0;5;4
214223;9,939;0;0;0;4;0;6;0;4;3
215723;10,008;0;0;0;3;4;5;4;3;2
216723;10,046;0;0;0;2;3;4;3;2;1
217723;10,085;0;0;0;1;2;3;2;1;0
219223;10,15;0;0;0;0;1;2;1;0;0
220743;10,231;0;0;0;5;0;1;0;0;0
222743;10,348;4;0;4;4;0;0;0;4;0
224243;10,425;3;0;3;3;0;0;4;3;0
225743;10,494;2;0;2;2;0;0;3;2;0
227243;10,563;1;0;1;1;0;0;2;1;0
228743;10,638;0;0;0;0;0;0;1;0;0
230743;10,764;0;0;0;0;0;4;0;5;4
232243;10,844;0;0;0;4;0;3;0;4;3
233743;10,912;0;0;0;3;4;2;4;3;2
234743;10,949;0;0;0;2;3;1;3;2;1
235743;10,987;0;0;0;1;2;0;2;1;0
237269;11,058;0;0;0;0;1;0;1;0;5
238769;11,14;0;0;0;0;0;0;0;6;4
240769;11,256;0;0;4;0;5;0;0;5;3
242269;11,327;0;4;3;0;4;0;4;4;2
243269;11,366;0;3;2;0;3;0;3;3;1
244269;11,405;0;2;1;0;2;0;2;2;0
245769;11,475;0;1;0;0;1;0;1;1;0
247269;11,548;0;0;0;0;0;0;0;0;4
249269;11,667;0;0;4;0;0;4;0;7;3
250769;11,73;0;0;3;4;0;3;4;6;2
251769;11,764;0;0;2;3;0;2;3;5;1
252788;11,799;0;0;1;2;0;1;2;4;0
254288;11,84;0;0;0;1;0;0;1;3;0
255788;11,885;0;0;0;0;0;0;0;2;4
257788;11,952;0;0;0;5;4;0;0;1;3
259288;11,994;0;0;0;4;3;0;4;0;2
260788;12,036;0;0;0;3;2;4;3;0;1
262288;12,077;0;0;0;2;1;3;2;4;0
263788;12,114;0;0;0;1;0;2;1;3;0
265288;12,158;0;0;0;0;5;1;0;2;0
266788;12,228;0;0;0;0;4;0;0;1;4
268288;12,276;0;0;0;0;3;0;4;0;3
269810;12,323;0;0;4;0;2;0;3;0;2
271310;12,364;0;0;3;0;1;0;2;4;1
272810;12,402;0;0;2;0;0;0;1;3;0
274310;12,448;0;0;1;4;0;0;0;2;0
275810;12,494;0;0;0;3;0;0;5;1;0
277310;12,54;0;0;5;2;0;0;4;0;0
278810;12,584;0;0;4;1;0;0;3;5;4
280310;12,622;0;0;3;0;0;0;2;4;3
281810;12,663;0;0;2;0;0;0;1;3;2
283310;12,705;0;0;1;4;0;0;0;2;1
284810;12,747;0;0;0;3;4;0;6;1;0
286337;12,789;0;0;6;2;3;0;5;0;0
287837;12,832;0;0;5;1;2;0;4;6;0
289337;12,87;0;0;4;0;1;0;3;5;0
290837;12,912;0;0;3;5;0;0;2;4;0
292337;12,953;0;0;2;4;0;4;1;3;0
293837;12,991;0;0;1;3;0;3;0;2;0
295337;13,032;4;0;0;2;0;2;0;1;0
296837;13,072;3;0;0;1;0;1;0;0;4
298337;13,113;2;0;4;0;0;0;0;0;3
299837;13,159;1;0;3;6;4;0;4;4;2
300837;13,179;0;0;2;5;3;0;3;3;1
301855;13,203;0;0;1;4;2;0;2;2;0
303355;13,24;0;0;0;3;1;0;1;1;0
304855;13,282;0;0;0;2;0;0;0;0;4
306855;13,351;0;0;4;1;0;0;5;5;3
308355;13,388;0;0;3;0;0;0;4;4;2
309855;13,433;0;0;2;7;0;0;3;3;1
311355;13,486;0;0;1;6;0;0;2;2;0
312855;13,531;0;0;0;5;0;4;1;1;0
314355;13,575;0;0;0;4;0;3;0;0;4
315855;13,62;0;0;4;3;0;2;0;0;3
317355;13,661;0;0;3;2;4;1;0;4;2
318372;13,683;0;0;2;1;3;0;4;3;1
319372;13,705;0;0;1;0;2;0;3;2;0
320872;13,746;0;0;0;8;1;0;2;1;5
322372;13,783;0;0;0;7;0;0;1;0;4
