Iteration;Time;BestFitness;LastCalledHeur;IsRelay;NumOfMoves-LLH0;NumOfMoves-LLH1;NumOfMoves-LLH2;NumOfMoves-LLH3;NumOfMoves-LLH4;NumOfMoves-LLH5;NumOfMoves-LLH6;LAProb-LLH0;LAProb-LLH1;LAProb-LLH2;LAProb-LLH3;LAProb-LLH4;LAProb-LLH5;LAProb-LLH6;
2000;0,943;-36,0;-1;-1;340;82;80;378;397;779;24;0,06577304637115661;0;0;0,20250388223405108;0,07251800700764742;0,6592050643871449;0
3500;1,234;-39,0;-1;-1;392;82;80;1081;462;1459;24;0,07312725707031865;0;0;0,347053889428774;0,07064577430006189;0,5091730792008454;0
5000;1,361;-39,0;-1;-1;495;87;82;1484;616;2315;30;0,050101675113430756;0;0;0,20504816120773225;0,10261659064346129;0,6422335730353758;0
6500;1,488;-27,0;-1;-1;587;87;82;1804;793;3226;30;0,053808950374828635;0;0;0,2109203534475291;0,10553651650741032;0,6297341796702319;0
8000;1,714;-33,0;-1;-1;675;87;82;2145;1072;4018;30;0,07265268009657641;0,002720982481951391;0,010774615267500795;0,20827787497416625;0,20771631459135978;0,4972824694524066;5,750631360389025E-4
10000;1,862;-28,0;-1;-1;865;99;115;2503;1403;5135;35;0;0,004872126280488896;0,01776105503218785;0;0;0,976315976707808;0,0010508419795151847
11500;1,97;-38,0;-1;-1;865;110;133;2503;1403;6602;39;0;0,004014999412270713;0,014391625476916331;0;0;0,9806931707856985;9,002043251144529E-4
13000;2,049;-42,0;-1;-1;865;115;149;2503;1403;8079;41;0;0,004449365050491553;0,01521802843921566;0;0;0,9793184362750174;0,0010141702352755356
14500;2,139;-42,0;-1;-1;865;122;170;2503;1403;9549;43;0;0,006442337328152115;0,020585390743646365;0;0;0,9714783098135009;0,001493962114700717
16000;2,223;-42,0;-1;-1;867;143;201;2505;1408;11007;48;0,16294532268143225;0,00338429389744755;0,009060663384541569;0,21633218325066497;0,20051831741181828;0,4077592193740953;0
17500;2,303;-31,0;-1;-1;1079;145;217;2766;1661;11763;48;0,17798065790661582;0,004574392330111626;0,01164650467307459;0;0;0,8057984450901979;0
19000;2,393;-31,0;-1;-1;1351;152;233;2766;1661;12968;48;0,18061393050908922;0;0,01399336497457517;0;0;0,8053927045163356;0
20000;2,458;-31,0;-1;-1;1540;152;247;2766;1661;13765;48;0,17996686658886654;0;0,015896323149939936;0;0;0,8041368102611935;0
21000;2,519;-33,0;-1;-1;1721;152;261;2766;1661;14570;48;0,0979544525493392;0;0,010215127490438656;0;0;0,8906120739691755;0,0012183459910467024
22500;2,679;-38,0;-1;-1;1950;157;278;2776;1663;15829;53;0,22846089567483355;0;0,0027664067826493628;0;0;0,7674219592928301;0,0013507382496869159
24000;2,756;-38,0;-1;-1;2299;157;285;2776;1663;16971;55;0,12261149456932086;0,00386348783180444;0,0018932580340990002;0,22249046099763214;0,19974776544544992;0,4493935331216936;0
