Iteration;Time;QI-0;QI-1;QI-2;QI-3;QI-4;QI-5;QI-6;
2092;0,921;2;5;3;6;4;7;1
3592;1,304;1;1;1;2;3;4;1
5126;1,565;1;3;1;1;2;4;1
6626;1,834;1;3;1;2;4;1;1
8126;2,002;1;4;1;1;2;3;1
10157;2,144;3;6;5;1;2;7;4
11657;2,223;1;2;1;1;1;4;3
13157;2,297;1;3;2;1;1;1;4
14657;2,387;1;3;2;1;1;4;1
16185;2,479;1;4;1;1;1;3;2
17685;2,596;1;4;2;5;3;6;1
19185;2,672;1;4;1;2;3;5;1
20685;2,746;1;2;1;1;3;4;1
22185;2,826;1;2;1;1;3;4;1
23717;2,968;1;3;1;2;1;4;1
25217;3,043;1;4;5;3;1;6;1
26717;3,098;1;3;1;2;1;4;1
28217;3,173;1;2;1;3;1;4;1
29717;3,257;1;4;1;3;1;5;1
30717;3,299;1;2;1;1;1;3;1
32246;3,365;1;4;1;3;2;1;1
33746;3,429;1;4;1;3;1;5;1
34746;3,488;1;2;1;3;1;1;1
36246;3,585;1;4;1;1;1;3;1
37746;3,656;1;2;1;3;1;4;1
39246;3,735;1;1;1;2;1;4;1
40746;3,819;1;1;1;5;1;6;1
41771;3,857;1;1;1;2;1;1;1
42771;3,892;1;1;1;2;1;1;1
43771;3,926;1;1;1;2;1;3;1
44771;3,974;1;1;1;1;1;2;1
46271;4,053;1;1;1;3;1;4;1
47771;4,144;1;4;1;5;1;3;1
48771;4,207;1;1;1;2;1;3;1
50271;4,289;1;3;1;2;1;4;1
51790;4,374;1;4;1;2;1;1;3
52790;4,425;1;1;1;2;1;3;1
54290;4,479;1;4;1;3;1;2;1
55790;4,533;1;4;1;3;1;2;1
57290;4,588;1;4;1;3;1;5;1
58790;4,663;1;2;1;3;1;4;1
60290;4,745;1;3;1;2;1;4;1
61290;4,793;1;3;1;2;1;1;1
62290;4,849;1;3;1;2;1;1;1
63820;4,938;1;4;3;2;1;1;1
65320;5,026;1;3;1;2;1;4;1
66820;5,113;1;5;1;4;1;3;1
68320;5,196;1;3;1;4;1;2;1
69820;5,282;1;3;1;2;1;4;1
71320;5,36;1;2;1;1;3;4;1
72820;5,435;1;4;1;3;1;2;1
74320;5,513;1;3;4;2;1;5;1
75820;5,6;1;1;1;5;1;4;1
76820;5,649;1;1;1;1;1;2;1
77834;5,698;1;1;1;2;1;1;1
78834;5,745;1;1;1;1;1;2;1
79834;5,794;1;1;1;2;1;3;1
81334;5,87;1;4;1;3;1;5;1
82334;5,918;1;1;1;1;1;3;1
83834;5,991;1;4;1;3;1;2;1
85334;6,063;1;3;1;2;1;4;1
86334;6,152;1;1;1;3;1;2;1
87834;6,222;1;1;1;2;1;4;1
89334;6,293;1;1;1;4;1;5;1
90334;6,336;1;1;1;1;1;2;1
91343;6,385;1;1;1;1;1;3;2
92343;6,505;1;1;1;2;1;3;1
93343;6,551;1;1;1;1;1;2;1
94843;6,623;1;1;1;3;1;4;1
96343;6,694;1;2;1;3;1;4;1
97843;6,766;1;4;1;5;1;3;1
99343;6,839;1;1;1;2;1;4;3
100843;6,909;1;4;1;3;1;2;1
101843;7,022;1;1;1;2;1;3;1
102843;7,141;1;1;1;3;1;2;1
104343;7,222;1;1;1;3;4;2;1
105875;7,343;1;1;1;3;2;4;1
107375;7,483;1;1;1;4;1;5;1
108375;7,576;1;1;1;2;1;3;1
109375;7,673;1;1;1;3;1;2;1
110375;7,75;1;1;1;2;1;3;1
111375;7,825;1;1;2;1;1;3;1
112875;7,968;1;1;1;1;1;5;1
114375;8,116;1;1;1;6;1;5;1
115375;8,195;1;1;1;2;1;1;1
116375;8,247;1;1;1;1;1;2;1
117375;8,298;1;1;1;1;1;2;1
118398;8,349;1;1;1;1;1;2;1
119898;8,421;1;1;1;4;3;5;1
120898;8,469;1;1;1;3;1;2;1
122398;8,627;1;1;1;4;1;3;1
123898;8,705;1;1;1;3;4;2;1
124898;8,754;1;1;1;1;1;3;1
125898;8,802;1;1;1;3;1;2;1
127398;8,89;1;5;1;4;1;3;1
128398;8,939;1;2;1;1;1;3;1
129898;9,018;1;1;1;4;1;3;1
131398;9,095;1;1;1;1;1;4;1
132921;9,185;1;2;1;1;1;4;3
134421;9,352;1;2;1;1;3;4;1
135921;9,443;1;3;1;2;1;4;1
137421;9,517;1;3;2;1;1;5;1
138421;9,569;1;1;3;1;1;2;1
139921;9,641;1;4;1;1;1;3;1
141421;9,709;1;1;3;1;1;4;1
142921;9,775;1;3;1;1;1;4;1
144421;9,845;1;4;1;3;5;2;1
145921;9,906;1;4;1;3;1;2;1
147421;9,982;1;4;1;3;1;2;1
148949;10,056;1;1;1;3;2;4;1
150449;10,124;1;3;1;4;2;5;1
151949;10,192;1;3;4;2;1;5;1
153449;10,257;1;3;4;2;1;1;1
154949;10,32;1;3;4;2;1;1;1
156449;10,374;1;2;1;3;1;4;1
157949;10,448;1;1;1;3;1;4;1
159449;10,526;1;5;4;3;1;2;6
160949;10,6;1;4;3;1;1;1;2
162449;10,674;1;4;1;3;1;1;2
163449;10,721;1;2;1;3;1;1;1
164462;10,769;1;2;3;1;1;1;1
165962;10,849;1;2;4;3;1;1;1
167462;10,927;1;3;1;4;5;2;1
168962;11,003;1;3;1;4;1;5;1
169962;11,054;1;3;1;1;1;2;1
170962;11,103;1;3;1;1;1;2;1
171962;11,153;1;3;1;2;1;1;1
173462;11,229;1;4;1;1;1;3;1
174962;11,305;1;5;1;3;1;4;1
176462;11,385;1;3;1;4;1;2;1
177962;11,46;1;4;1;1;1;3;2
178980;11,512;1;3;1;1;1;2;1
179980;11,681;1;3;1;1;1;2;1
181480;11,774;1;2;4;3;1;1;1
182980;11,85;1;3;1;4;1;5;1
184480;11,925;1;2;1;4;1;3;1
185980;11,999;1;2;1;3;1;1;4
186980;12,048;1;3;1;1;1;2;1
187980;12,096;1;3;1;1;1;2;1
189480;12,17;1;3;1;4;1;2;1
190980;12,268;1;4;2;1;1;3;1
192480;12,34;1;6;1;1;2;5;4
194006;12,412;1;1;1;1;3;4;2
195006;12,458;1;2;1;1;1;3;1
196006;12,503;1;2;1;1;1;3;1
197006;12,547;1;1;1;1;2;3;1
198506;12,613;1;4;1;3;1;5;1
200006;12,674;1;1;1;2;1;4;3
201506;12,754;1;2;1;3;1;4;1
202506;12,801;1;1;1;2;1;3;1
203506;12,848;1;2;1;3;1;1;1
205006;12,921;1;1;1;3;4;2;1
206506;13,081;1;5;1;1;2;4;1
208034;13,242;1;1;1;1;3;2;4
209534;13,339;1;2;1;1;3;4;1
210534;13,425;1;3;1;1;1;2;1
211534;13,548;1;2;1;1;1;3;1
212534;13,608;1;2;1;1;1;3;1
213534;13,657;1;2;1;3;1;1;1
215034;13,856;1;2;4;3;1;5;1
216534;13,937;1;4;1;2;1;3;1
218034;14,014;1;2;5;4;1;3;1
219534;14,095;1;3;1;4;1;2;1
221034;14,167;1;4;1;1;1;3;1
222562;14,254;1;1;3;2;1;4;1
224062;14,447;1;4;1;5;1;3;1
225062;14,518;1;1;1;2;1;3;1
226562;14,594;1;2;1;3;4;1;1
228062;14,658;1;4;1;1;2;3;1
229062;14,704;1;1;1;2;1;3;1
230562;14,778;1;2;4;3;1;1;1
232062;14,852;1;4;1;1;1;3;1
233562;14,927;1;2;4;3;1;5;1
235062;15,001;1;2;1;4;5;3;1
236562;15,074;1;2;1;3;4;1;1
237583;15,126;1;3;1;1;1;2;1
238583;15,174;1;3;1;1;1;2;1
239583;15,222;1;1;1;2;1;3;1
241083;15,295;1;1;3;4;1;2;1
242583;15,378;1;3;1;4;5;2;1
244083;15,457;1;4;1;5;1;3;1
245083;15,506;1;3;1;1;1;2;1
246083;15,554;1;1;1;2;1;3;1
247083;15,604;1;3;1;1;1;2;1
248583;15,679;1;1;3;2;1;4;1
250083;15,753;1;2;5;3;4;1;1
251613;15,833;1;1;3;2;4;1;1
253113;15,904;1;1;2;4;3;1;1
254613;15,974;1;1;4;2;3;1;1
256113;16,043;1;1;2;4;3;1;1
257613;16,116;1;5;1;3;1;4;1
258613;16,163;1;3;1;1;1;2;1
259613;16,209;1;3;1;2;1;1;1
260613;16,255;1;3;1;1;1;2;1
261613;16,313;1;2;1;1;1;3;1
263113;16,386;1;4;5;2;1;3;1
264613;16,46;1;4;1;2;1;3;1
266136;16,536;1;3;4;2;1;1;1
267636;16,61;1;4;1;2;1;3;1
269136;16,684;1;2;3;1;1;4;1
270636;16,757;1;3;4;2;1;1;1
272136;16,833;1;3;4;2;1;5;1
273636;16,907;1;2;4;1;1;3;1
