Iteration;Time;BestFitness;LastCalledHeur;IsRelay;NumOfMoves-LLH0;NumOfMoves-LLH1;NumOfMoves-LLH2;NumOfMoves-LLH3;NumOfMoves-LLH4;NumOfMoves-LLH5;NumOfMoves-LLH6;LAProb-LLH0;LAProb-LLH1;LAProb-LLH2;LAProb-LLH3;LAProb-LLH4;LAProb-LLH5;LAProb-LLH6;
2000;0,711;-30,0;-1;-1;173;594;574;328;183;279;128;0;0,17151063513716863;0,6846917493398278;0,09928734720433487;0;0;0,04451026831866874
3500;0,796;-40,0;-1;-1;173;637;2002;346;183;279;139;0;0,007153200042187233;0,9870991220389681;0,004024819261863249;0;0;0,0017228586569813448
5000;0,987;-40,0;-1;-1;183;751;3336;417;198;291;176;0;0,12980598383157738;0,7863382160286648;0,06136118838662795;0;0;0,02249461175312992
6500;1,095;-34,0;-1;-1;183;867;4677;452;198;291;184;0;0,05739854121009263;0,9248655928496616;0,012815800638068066;0;0;0,0049200653021775
8000;1,272;-37,0;-1;-1;183;1027;5979;480;198;291;194;0,007458044733678381;0,19442210023199413;0,7475353097123957;0,024976150867370293;0,004662396465623381;0,011321026612131968;0,009624971376805989
10000;1,52;-37,0;-1;-1;208;1392;7478;550;224;336;234;0,017845448115405376;0,21990528913786547;0,7368359515759372;0;0;0,025413311170792124;0
11500;1,67;-36,0;-1;-1;234;1591;8362;550;224;727;234;1,249809591602065E-4;9,548536627694322E-4;0,0035632169178298066;0;0;0,9953569484602405;0
13000;1,79;-38,0;-1;-1;234;1596;8389;550;224;2195;234;0,0013323445664463363;0,010133759092984196;0,03767632132572898;0;0;0,9508575750148405;0
14500;1,9;-32,0;-1;-1;234;1612;8432;550;224;3636;234;8,097577323645173E-4;0,006086071854640152;0,0226374375488751;0;0;0,9704667328641202;0
16000;1,989;-37,0;-1;-1;244;1627;8480;555;228;5082;237;0,0012924438150911622;0,009869555202461907;0,036628333469257354;0,003895184597562714;0;0,9478302255430514;4,842573725753933E-4
17500;2,149;-9,0;-1;-1;245;1660;8582;572;228;6427;239;0,0807323102502938;0,60369159978932;0;0,23041862145189684;0,0552198093951509;0;0,029937659113338646
19000;2,281;-34,0;-1;-1;256;2025;8582;601;1094;6427;468;0,007118516020215448;0,2588213995347402;0;0,0187761480248613;0,7152839364201831;0;0
20500;2,373;-35,0;-1;-1;274;2510;8582;639;2053;6427;468;0,011794747830294397;0,33562258749570084;0;0,02958979818096986;0,6229928664930349;0;0
22000;2,463;-36,0;-1;-1;299;2998;8582;687;2992;6427;468;0,015471645951368244;0,35680226294695516;0;0,03468484764214565;0,5930412434595309;0;0
23500;2,563;-37,0;-1;-1;323;3505;8586;731;3931;6433;470;0,002363890222288354;0,04452806934242978;0,07657035768873585;0,004906800330610444;0,06920690656409172;0,8024239758518439;0
25000;2,654;-37,0;-1;-1;326;3586;8714;743;4053;7587;470;0;0,05741523580472179;0,09977050267776329;0;0,08580369366940263;0,6981614835824521;0,05884908426566016
26500;2,751;-37,0;-1;-1;326;3626;8801;743;4148;8823;512;0;0,021863985161235132;0,037999496670296215;0;0,047541651878349515;0,8925948662901192;0
28000;2,852;-38,0;-1;-1;326;3678;8868;743;4220;10132;512;0;0,030539956544809448;0,05365950412887985;0;0,06494977595920057;0,8508507633671102;0
29500;2,942;-26,0;-1;-1;326;3715;8923;743;4337;11423;512;0;0,007149596794661158;0,014882096865384225;0;0,040556424678908416;0,937411881661046;0
31000;3,025;-34,0;-1;-1;326;3722;8941;743;4384;12851;512;2,2170159452901454E-4;0,0037239885169553727;0,007745862584189907;4,4588028203456173E-4;0,020596947288104538;0,9672656197341866;0
32500;3,114;-34,0;-1;-1;329;3731;8947;745;4412;14319;514;1,0670129317166234E-4;0;0,0037540234531326182;2,1534718075387604E-4;0;0,9959239280729417;0
34000;3,202;-41,0;-1;-1;329;3731;8954;745;4412;15812;514;1,291342187945547E-4;0;0,004530596858146419;2,6056140811477583E-4;0;0,9931276497858507;0,0019520577290936206
35500;3,297;-28,0;-1;-1;329;3731;8965;745;4412;17300;515;0;0;0,004802663419002995;0;0;0,9931328370639853;0,002064499517011647
36500;3,351;-37,0;-1;-1;329;3731;8967;745;4412;18295;518;0;0;0,0047865111264001475;0;0;0,9952134888736;0
37500;3,41;-37,0;-1;-1;329;3731;8971;745;4412;19291;518;0;0,0027294952856631387;0,005656374853080716;0;0,014899661729779086;0,9767144681314771;0
39000;3,494;-40,0;-1;-1;329;3738;8981;745;4439;20747;518;0;0,003253209620791825;0,006749087685342933;0;0,017518991034747064;0,9724787116591181;0
40500;3,554;-35,0;-1;-1;329;3743;8992;745;4463;22207;518;1,5782079458482584E-4;0,002633348476509591;0,005464652956252465;3,1814877626622586E-4;0,014063390582156924;0,97736263841423;0
42000;3,627;-39,0;-1;-1;333;3756;9008;747;4477;23688;520;1,4806725004014998E-4;0;0,005164141310039956;3,0040920135624354E-4;0;0,9921873893403766;0,0021999928981871002
43500;3,72;-38,0;-1;-1;334;3756;9016;748;4477;25172;526;1,2151385989429535E-4;0;0;2,4639129220308285E-4;0;0,9978624356267447;0,0017696592211580372
45000;3,816;-34,0;-1;-1;334;3756;9016;750;4477;26669;527;1,1783703419175888E-4;0;0;2,3759130106922825E-4;0;0,9979361958542172;0,0017083758105216613
46500;3,915;-39,0;-1;-1;334;3756;9016;750;4477;28168;528;1,0780402875833084E-4;0;0;2,1730539130569007E-4;0;0,9981204655269796;0,0015544250529563387
48000;4,02;-37,0;-1;-1;334;3756;9016;750;4477;29665;531;1,0052240632484984E-4;0,0016830700564528576;0;2,0257149951515393E-4;0,008956793748424147;0,9890570422892829;0
49500;4,123;-39,0;-1;-1;334;3758;9016;750;4492;31148;531;0;0,0015673605075289844;0,003254688928430713;0;0,008265075593973843;0,9869128749700664;0
51000;4,235;-40,0;-1;-1;334;3760;9020;750;4506;32628;531;0;0,0013866162610121674;0,0028778962140350774;0;0,007114064772457582;0,9886214227524951;0
52500;4,361;-42,0;-1;-1;334;3760;9025;750;4514;34115;531;0;0,0014141679757736542;0,002930095285060993;0;0,00721418933061762;0,9884415474085477;0
54000;4,427;-36,0;-1;-1;344;3763;9031;754;4529;35602;536;0;0,0012611267457642713;0,0026121957509902707;0;0,00639150371742913;0,9886781784201802;0,0010569953656361264
55500;4,493;-40,0;-1;-1;344;3765;9031;754;4537;37090;538;8,072822132231603E-5;0,0013681151793956;0;1,645573060085273E-4;0,006907304271717285;0,9903411705404317;0,0011381244811245186
57000;4,579;-38,0;-1;-1;344;3768;9031;755;4544;38578;539;0;0,00138409249158032;0;1,6618047661589571E-4;0;0,9984497270318038;0
58000;4,637;-33,0;-1;-1;344;3769;9031;755;4544;39577;539;0;0,0013050181471676106;0;1,5683836387030513E-4;0;0,9985381434889621;0
59000;4,692;-39,0;-1;-1;344;3770;9031;755;4544;40576;539;0;0,0013730749042864068;0;1,6518273735445637E-4;0;0,998461742358359;0
60000;4,748;-36,0;-1;-1;344;3771;9031;755;4544;41575;539;0;0,0012549069996211331;0,0026080768095305576;1,511179511735383E-4;0;0,9959858982396748;0
61500;4,847;-35,0;-1;-1;344;3774;9034;755;4544;43069;539;0;0,001210579655850692;0,002518151292683517;1,4617062930598083E-4;0,006102381450023516;0,9890136988790662;0,0010090180930700252
63000;4,937;-36,0;-1;-1;344;3774;9038;755;4552;44557;539;6,908942182128477E-5;0;0,0024075709527042037;0;0,005811835697754785;0,9917115039277197;0
64500;5,018;-43,0;-1;-1;344;3774;9039;755;4557;46051;539;7,276411162817334E-5;0;0,0025321054668862274;0;0,006095610832564554;0,9912995195889209;0
66000;5,102;-35,0;-1;-1;348;3776;9052;762;4570;47541;543;0;0;0,002588421794283673;0;0,006197948002100435;0,991213630203616;0
67000;5,158;-39,0;-1;-1;348;3776;9054;762;4578;48531;543;0;0;0,0027011265388461585;0;0,0064400460145990525;0,9908588274465548;0
68000;5,214;-44,0;-1;-1;348;3776;9056;762;4582;49525;543;0;0,0013305669756414605;0,0027529907200519246;1,581111643851827E-4;0,0065501696503480495;0,9892081614895734;0
69500;5,306;-45,0;-1;-1;348;3778;9061;762;4591;51009;543;0;0,0014690217788319786;0,003038430239277544;0;0,0071947517368214815;0,9870931402826861;0,0012046559623828516
71000;5,407;-40,0;-1;-1;348;3781;9065;762;4605;52486;545;8,197160043613991E-5;0,001381826117698;0,002859770448889073;0;0;0,9945553095135287;0,0011211223194481565
72500;5,502;-38,0;-1;-1;348;3785;9067;762;4605;53978;547;0;0,0014042007148007624;0,00291104138780088;0;0;0,9956847578973984;0
73500;5,557;-40,0;-1;-1;348;3786;9069;762;4605;54975;547;0;0,0014727862319718022;0,0030529018262340133;0;0;0,9954743119417941;0
74500;5,65;-40,0;-1;-1;348;3787;9069;762;4605;55974;547;0;0,0016109319610826008;0,0033400389824426104;0;0;0,9950490290564747;0
75500;5,708;-32,0;-1;-1;348;3788;9072;762;4605;56970;547;0;0,0015700382408852659;0,003254353545169316;1,885864349270711E-4;0,007650165603881685;0,9873368561751367;0
77000;5,795;-35,0;-1;-1;348;3790;9076;762;4622;58447;547;0;0,0016678517240707796;0,0034567372694131243;0;0,008050389274201994;0,9854755957000463;0,0013494260322678058
78500;5,891;-42,0;-1;-1;353;3793;9088;765;4642;59925;554;0,006823454992732566;0,11517212931955575;0,2383150364074016;0;0,5492678858429383;0;0,09042149343737178
