Iteration;Time;QI-0;QI-1;QI-2;QI-3;QI-4;QI-5;QI-6;
2084;0,92;3;2;6;1;5;7;4
3584;1,098;1;1;1;1;4;3;2
5120;1,274;1;1;3;1;4;2;1
6120;1,416;1;1;1;1;2;3;1
7120;1,529;1;1;2;1;1;3;1
8652;1,632;3;1;2;5;4;6;1
10152;1,714;3;1;1;1;2;4;1
11652;1,815;4;1;1;1;3;5;1
12652;1,869;3;1;1;1;1;2;1
13671;1,993;3;1;1;1;2;1;1
15171;2,162;2;1;1;1;3;4;1
16671;2,279;2;1;5;1;3;4;1
18171;2,374;4;1;2;5;3;1;1
19671;2,466;1;1;5;4;3;1;2
21196;2,551;1;1;1;2;3;1;4
22696;2,641;1;1;4;2;3;1;1
24196;2,731;1;1;3;2;4;1;1
25696;2,822;1;1;4;1;1;3;2
27196;2,917;1;1;4;1;5;6;3
28196;2,99;1;1;1;1;3;2;1
29216;3,056;1;1;1;1;3;2;1
30716;3,138;1;1;3;1;4;2;1
32216;3,225;1;1;3;1;4;2;1
33716;3,308;1;1;2;1;1;4;3
35216;3,394;1;1;1;1;4;5;3
36216;3,449;1;1;1;1;2;1;1
37216;3,505;1;1;1;1;2;3;1
38744;3,594;1;4;1;3;2;1;1
40244;3,694;1;4;1;1;2;3;1
41744;3,783;1;6;3;1;2;5;4
43244;3,869;1;1;3;1;1;4;2
44744;3,968;1;1;3;1;1;4;2
46244;4,062;3;1;2;1;1;4;1
47744;4,137;1;1;2;1;1;4;3
49244;4,231;1;1;4;1;3;6;5
50770;4,349;1;5;3;1;2;4;1
52270;4,471;1;1;1;1;3;4;1
53270;4,548;1;1;1;1;2;3;1
54270;4,62;1;1;1;1;3;2;1
55770;4,72;3;1;1;1;2;4;1
57270;4,804;1;1;1;1;2;3;4
59270;4,951;4;5;2;1;6;7;3
60770;5,031;1;2;1;1;3;4;1
61770;5,094;1;1;1;1;2;3;1
62790;5,15;3;1;1;1;1;2;1
63790;5,206;1;1;1;1;2;3;1
65290;5,301;5;1;2;1;3;6;4
66790;5,398;1;4;1;1;2;3;5
68290;5,486;1;4;1;1;1;2;3
69290;5,546;1;1;1;1;1;2;3
70290;5,603;1;1;1;1;1;2;1
71290;5,664;1;1;1;1;1;2;1
72790;5,741;1;1;3;1;4;5;1
74290;5,817;1;1;2;1;3;4;1
75818;5,908;1;4;1;1;2;5;3
76818;5,962;1;1;1;1;1;2;3
77818;6,013;1;1;1;1;1;2;1
78818;6,068;1;1;1;1;2;1;1
79818;6,121;3;1;1;1;1;2;1
81318;6,191;3;4;2;1;5;6;1
82818;6,281;1;3;1;1;2;4;5
83818;6,338;1;1;1;1;3;2;1
84818;6,393;1;1;1;1;1;2;1
85818;6,443;1;1;1;1;1;2;1
86818;6,499;1;1;1;1;1;2;1
88346;6,593;5;4;2;1;1;3;1
89846;6,688;1;4;3;1;1;5;2
91346;6,781;1;5;2;1;1;4;3
92846;6,845;1;2;1;1;1;4;3
94346;6,918;1;3;1;1;1;4;2
95846;7,006;1;1;2;1;1;3;4
97346;7,108;1;1;2;1;4;5;3
98346;7,161;1;1;2;1;1;3;1
99346;7,23;1;1;1;1;2;3;1
100846;7,346;1;4;2;1;1;3;1
102346;7,504;1;3;2;1;1;4;1
103875;7,799;1;1;1;1;3;4;2
105375;8,026;3;1;1;1;4;5;2
106875;8,244;1;1;1;1;3;4;2
108375;8,401;1;1;1;1;2;4;3
109875;8,526;5;4;1;1;1;3;2
111375;8,732;3;4;1;1;1;2;1
112875;8,88;5;4;1;1;1;2;3
114375;9,019;4;3;1;1;1;2;1
115875;9,123;3;2;1;1;1;4;1
117375;9,205;4;5;1;1;2;1;3
118875;9,288;4;3;1;1;1;1;2
120401;9,369;2;3;1;1;4;1;1
121901;9,448;5;4;1;1;3;1;2
123401;9,527;1;2;1;1;4;1;3
124901;9,607;1;4;1;1;2;5;3
126401;9,686;1;3;1;1;1;4;2
127901;9,766;1;1;1;1;4;3;2
129401;9,845;1;4;1;1;2;1;3
130901;9,923;1;3;1;1;1;4;2
132401;10,005;1;1;4;1;3;5;6
133401;10,057;1;1;2;1;1;3;1
134401;10,107;1;1;1;1;2;3;1
135420;10,162;1;1;1;1;2;3;1
136420;10,215;1;1;1;1;2;3;1
137920;10,298;1;3;2;1;1;5;4
139420;10,383;4;3;1;1;1;5;2
140920;10,47;1;1;1;1;1;4;3
142420;10,549;3;2;1;1;1;4;1
143920;10,63;3;1;1;1;1;4;2
145420;10,723;1;2;1;1;3;4;5
146920;10,804;1;4;5;1;1;2;3
148420;10,897;1;4;1;1;1;2;3
149920;10,975;1;1;2;1;1;4;3
151452;11,059;1;4;1;1;1;2;3
152952;11,16;1;4;2;1;1;5;3
154452;11,249;1;4;2;1;1;5;3
155952;11,337;1;3;1;1;1;4;2
157452;11,422;1;3;4;1;1;1;2
158952;11,509;1;3;1;1;1;4;2
160452;11,598;1;1;2;1;1;3;4
161952;11,726;1;1;4;1;1;5;3
162952;11,785;1;1;1;1;2;3;1
163952;11,839;1;1;3;1;1;2;1
164952;11,895;1;1;1;1;2;3;1
165976;11,953;1;1;2;1;1;3;1
167476;12,042;1;5;2;1;3;1;4
168976;12,152;1;2;4;1;3;1;1
170476;12,259;1;5;2;1;4;1;3
171976;12,342;1;4;1;1;2;1;3
173476;12,429;1;4;2;1;1;1;3
174976;12,667;1;4;3;1;5;2;1
175976;12,782;1;1;2;1;1;3;1
176976;12,908;1;1;2;1;1;3;1
177976;12,993;1;1;2;1;1;3;1
178976;13,048;1;1;1;1;3;2;1
180512;13,146;5;6;3;1;1;4;2
