Iteration;Time;TD-0;TD-1;TD-2;TD-3;TD-4;TD-5;TD-6;
2049;0,695;0;4;0;4;0;0;4
3549;0,987;0;3;0;3;0;0;3
5076;1,103;0;2;0;2;4;0;2
6076;1,22;0;1;0;1;3;0;1
7076;1,348;0;0;0;0;2;0;0
8606;1,479;4;0;0;0;1;0;5
10106;1,766;3;0;0;0;0;0;4
11606;1,887;2;0;4;0;0;0;3
13106;2,048;1;0;3;0;0;0;2
14638;2,173;0;0;2;0;4;0;1
16138;2,25;0;0;1;0;3;0;0
17638;2,337;0;0;0;0;2;4;0
19138;2,415;4;0;0;0;1;3;0
20638;2,503;3;0;0;0;0;2;4
22168;2,596;2;0;0;0;0;1;3
23668;2,689;1;0;0;0;0;0;2
25168;2,793;0;0;0;4;4;0;1
26668;2,879;0;0;0;3;3;0;0
28168;2,958;4;0;0;2;2;0;0
29668;3,036;3;0;0;1;1;0;4
30685;3,088;2;0;0;0;0;0;3
32185;3,161;1;0;4;0;0;0;2
33685;3,243;0;0;3;0;4;0;1
35185;3,331;0;0;2;0;3;0;0
36685;3,419;0;0;1;0;2;0;5
38185;3,502;0;0;0;0;1;0;4
39685;3,585;0;0;5;0;0;0;3
41220;3,673;0;0;4;4;0;0;2
42720;3,756;0;0;3;3;4;0;1
43720;3,811;0;0;2;2;3;0;0
45220;3,891;0;0;1;1;2;0;0
46720;3,985;0;0;0;0;1;0;4
48220;4,088;0;0;6;0;0;0;3
49720;4,2;4;0;5;0;0;0;2
51220;4,318;3;0;4;0;4;0;1
52242;4,388;2;0;3;0;3;0;0
53742;4,499;1;0;2;0;2;0;0
55242;4,599;0;0;1;0;1;0;4
56742;4,697;0;0;0;0;0;0;3
58242;4,787;4;0;0;4;0;0;2
59742;4,872;3;0;0;3;4;0;1
60742;4,93;2;0;0;2;3;0;0
62242;5,023;1;0;0;1;2;0;0
63742;5,106;0;0;0;0;1;0;4
65269;5,201;0;0;4;0;0;0;3
66769;5,293;0;0;3;4;0;0;2
68269;5,407;0;0;2;3;4;0;1
69269;5,462;0;0;1;2;3;0;0
70769;5,546;0;0;0;1;2;0;0
72269;5,634;0;4;0;0;1;0;4
73769;5,721;0;3;0;0;0;0;3
75269;5,811;0;2;4;0;0;0;2
76769;5,894;0;1;3;0;4;0;1
77769;5,945;0;0;2;0;3;0;0
79296;6,036;0;0;1;4;2;0;0
80796;6,117;0;0;0;3;1;0;4
82296;6,2;0;0;0;2;0;0;3
83796;6,288;0;0;4;1;0;0;2
85296;6,375;0;0;3;0;4;0;1
86796;6,459;0;0;2;0;3;0;0
88296;6,548;0;4;1;0;2;0;5
89296;6,604;0;3;0;0;1;0;4
90796;6,687;0;2;0;0;0;0;3
92296;6,759;0;1;4;0;0;0;2
93796;6,836;0;0;3;0;4;0;1
95326;6,924;0;0;2;0;3;0;0
96826;7,045;0;0;1;4;2;0;0
98326;7,159;0;0;0;3;1;0;4
99826;7,291;0;0;0;2;0;0;3
101326;7,537;0;0;4;1;0;0;2
102826;7,708;0;0;3;0;4;0;1
104326;7,862;0;0;2;0;3;0;0
105826;7,944;0;0;1;0;2;0;5
107326;8,045;0;0;0;0;1;0;4
108826;8,139;0;0;5;0;0;0;3
110326;8,279;0;0;4;0;0;4;2
111855;8,458;0;0;3;0;0;3;1
113355;8,591;0;0;2;0;0;2;0
114855;8,73;0;4;1;0;0;1;0
116355;8,855;0;3;0;0;0;0;4
117855;8,939;0;2;6;0;0;0;3
119355;9,078;0;1;5;0;0;0;2
120855;9,202;0;0;4;0;0;0;1
122355;9,307;0;0;3;0;4;0;0
123855;9,4;0;0;2;4;3;0;0
125355;9,474;0;0;1;3;2;0;4
126355;9,527;0;0;0;2;1;0;3
127882;9,638;0;0;0;1;0;0;2
129382;9,741;4;0;0;0;0;0;1
130882;9,872;3;0;4;0;0;0;0
132382;9,986;2;0;3;0;0;0;5
133882;10,105;1;0;2;0;0;0;4
135382;10,187;0;0;1;0;0;0;3
136882;10,271;0;0;0;0;0;4;2
138382;10,351;0;0;0;4;0;3;1
139882;10,428;0;0;0;3;0;2;0
141382;10,511;0;0;0;2;0;1;6
142882;10,589;0;0;0;1;0;0;5
