Iteration;Time;TD-0;TD-1;TD-2;TD-3;TD-4;TD-5;TD-6;TD-7;TD-8;
2069;0,678;0;0;4;0;0;4;4;4;0
3569;0,812;0;4;3;0;4;3;3;3;0
4602;0,909;0;3;2;0;3;2;2;2;0
5602;1,042;0;2;1;0;2;1;1;1;0
6602;1,103;0;1;0;0;1;0;0;0;0
8655;1,414;0;0;0;0;0;5;5;0;0
10655;1,581;4;5;0;0;0;4;4;4;0
12155;1,67;3;4;0;0;0;3;3;3;0
13655;1,749;2;3;0;0;0;2;2;2;0
15181;1,845;1;2;0;0;0;1;1;1;0
16681;1,93;0;1;0;0;0;0;0;0;0
18681;2,06;5;0;0;0;4;0;0;5;0
20181;2,164;4;0;0;0;3;4;4;4;0
21681;2,237;3;0;0;0;2;3;3;3;0
23208;2,323;2;0;0;0;1;2;2;2;0
24708;2,402;1;0;0;0;0;1;1;1;0
26208;2,499;0;4;0;0;0;0;0;0;0
28208;2,639;6;3;4;0;4;0;0;0;0
29708;2,751;5;2;3;0;3;0;4;4;0
30708;2,814;4;1;2;0;2;0;3;3;0
31723;2,873;3;0;1;0;1;0;2;2;0
33223;2,955;2;0;0;0;0;0;1;1;0
34723;3,071;1;4;0;0;0;0;0;0;0
36723;3,183;0;3;0;0;4;0;5;0;0
38223;3,249;0;2;0;0;3;4;4;4;0
39723;3,31;0;1;0;0;2;3;3;3;0
41223;3,394;0;0;0;0;1;2;2;2;0
42756;3,467;0;5;0;0;0;1;1;1;0
44256;3,539;0;4;0;4;0;0;0;0;0
46256;3,653;0;3;4;3;4;0;0;0;0
47756;3,742;0;2;3;2;3;0;4;4;0
48756;3,786;0;1;2;1;2;0;3;3;0
49756;3,824;0;0;1;0;1;0;2;2;0
51256;3,892;0;6;0;0;0;0;1;1;0
52756;3,961;0;5;0;4;0;0;0;0;0
54796;4,1;4;4;0;3;0;0;0;5;0
56296;4,197;3;3;0;2;4;0;4;4;0
57296;4,259;2;2;0;1;3;0;3;3;0
58296;4,322;1;1;0;0;2;0;2;2;0
59796;4,42;0;0;0;0;1;0;1;1;0
61296;4,494;0;0;0;4;0;0;0;0;0
63296;4,589;0;0;0;3;5;4;0;6;0
64796;4,649;0;0;0;2;4;3;4;5;4
65796;4,683;0;0;0;1;3;2;3;4;3
66807;4,721;0;0;0;0;2;1;2;3;2
68307;4,785;0;0;0;0;1;0;1;2;1
69807;4,874;0;0;0;4;0;0;0;1;0
71807;4,995;0;0;0;3;0;4;5;0;0
73307;5,082;0;0;4;2;0;3;4;0;0
74807;5,168;0;0;3;1;0;2;3;4;0
76307;5,25;0;0;2;0;0;1;2;3;0
77807;5,333;0;4;1;0;0;0;1;2;0
79307;5,415;0;3;0;4;0;0;0;1;0
80807;5,504;0;2;0;3;0;0;6;0;0
82336;5,598;0;1;0;2;4;0;5;0;0
83836;5,692;0;0;4;1;3;0;4;4;0
85336;5,775;0;0;3;0;2;0;3;3;0
86836;5,866;0;4;2;0;1;0;2;2;0
88336;5,949;0;3;1;0;0;0;1;1;0
89836;6,034;0;2;0;0;0;0;0;0;4
91836;6,156;0;1;0;0;0;0;7;5;3
93336;6,244;0;0;0;4;0;0;6;4;2
94836;6,33;4;0;0;3;0;0;5;3;1
96336;6,388;3;0;0;2;0;0;4;2;0
97836;6,461;2;0;0;1;0;4;3;1;0
99365;6,552;1;0;0;0;0;3;2;0;0
100865;6,657;0;0;0;0;0;2;1;6;0
102365;6,749;0;0;0;0;0;1;0;5;4
103865;6,838;0;0;0;0;0;0;8;4;3
105365;6,941;0;0;0;4;0;0;99;3;2
106865;7,074;0;0;0;3;0;4;99;2;1
108365;7,158;0;0;0;2;0;3;99;1;0
109865;7,242;0;0;0;1;0;2;99;0;5
111365;7,343;4;0;0;0;0;1;99;0;4
112865;7,472;3;0;0;0;0;0;99;4;3
114365;7,557;2;4;0;0;0;0;99;3;2
115897;7,654;1;3;0;0;0;0;99;2;1
117397;7,735;0;2;0;0;0;0;99;1;0
118897;7,846;0;1;0;4;0;0;99;0;0
120397;7,933;0;0;0;3;0;0;99;5;0
121897;8,021;0;0;0;2;0;0;99;4;4
123397;8,129;0;0;0;1;4;0;99;3;3
124897;8,218;0;0;0;0;3;0;99;2;2
126397;8,303;0;4;0;0;2;0;99;1;1
127897;8,388;0;3;0;0;1;0;99;0;0
129397;8,496;0;2;0;4;0;0;99;6;0
130897;8,582;0;1;0;3;5;0;99;5;0
132425;8,672;0;0;0;2;4;0;99;4;0
133925;8,759;0;5;0;1;3;0;99;3;0
135425;8,845;0;4;0;0;2;0;99;2;0
136925;8,934;0;3;4;0;1;0;99;1;0
138425;8,99;0;2;3;0;0;0;99;0;0
139925;9,05;0;1;2;0;0;0;99;7;0
141425;9,108;0;0;1;0;4;0;99;6;0
142925;9,194;0;6;0;0;3;0;99;5;0
144425;9,276;0;5;5;0;2;0;99;4;0
145925;9,349;0;4;4;0;1;0;99;3;0
147425;9,406;0;3;3;0;0;0;99;2;0
148960;9,469;0;2;2;0;0;4;99;1;0
150460;9,542;0;1;1;0;0;3;99;0;0
151960;9,619;4;0;0;0;0;2;99;0;0
153460;9,706;3;0;6;0;0;1;99;4;0
154960;9,792;2;0;5;0;0;0;99;3;0
156460;9,878;1;0;4;0;4;0;99;2;0
157960;9,964;0;0;3;0;3;0;99;1;0
159460;10,049;0;0;2;0;2;0;99;0;4
160960;10,128;4;0;1;0;1;0;99;0;3
162460;10,184;3;0;0;0;0;0;99;4;2
163960;10,248;2;0;0;0;5;0;99;3;1
165486;10,329;1;0;0;0;4;0;99;2;0
166986;10,407;0;0;0;4;3;0;99;1;0
168486;10,478;0;0;4;3;2;0;99;0;0
169986;10,537;0;0;3;2;1;0;99;5;0
171486;10,592;0;0;2;1;0;0;99;4;0
172986;10,668;0;4;1;0;0;0;99;3;0
174486;10,727;0;3;0;0;4;0;99;2;0
175986;10,784;0;2;5;0;3;0;99;1;0
177486;10,864;0;1;4;0;2;0;99;0;0
178986;10,945;0;0;3;0;1;0;99;6;0
180486;11,026;4;0;2;0;0;0;99;5;0
182021;11,112;3;0;1;0;5;0;99;4;0
183521;11,192;2;0;0;0;4;0;99;3;0
185021;11,272;1;4;0;0;3;0;99;2;0
186521;11,331;0;3;0;0;2;0;99;1;0
188021;11,389;0;2;0;4;1;0;99;0;0
189521;11,447;0;1;0;3;0;0;99;7;0
191021;11,506;0;0;4;2;0;0;99;6;0
192521;11,563;0;5;3;1;0;0;99;5;0
194021;11,616;0;4;2;0;0;0;99;4;0
195521;11,674;0;3;1;0;0;4;99;3;0
197021;11,731;0;2;0;0;0;3;99;2;0
198551;11,79;0;1;5;0;0;2;99;1;0
200051;11,847;0;0;4;0;0;1;99;0;0
201551;11,913;0;0;3;0;4;0;99;0;0
203051;11,975;0;0;2;0;3;0;99;4;0
204551;12,056;0;0;1;0;2;4;99;3;0
206051;12,125;0;0;0;0;1;3;99;2;0
207551;12,184;0;4;0;0;0;2;99;1;0
209051;12,242;0;3;0;0;0;1;99;0;4
210551;12,301;0;2;4;0;0;0;99;0;3
212051;12,361;0;1;3;0;0;0;99;4;2
213551;12,417;0;0;2;0;0;0;99;3;1
215084;12,506;0;5;1;0;0;0;99;2;0
216584;12,566;0;4;0;4;0;0;99;1;0
218084;12,624;0;3;0;3;0;4;99;0;0
219584;12,686;0;2;0;2;0;3;99;5;0
221084;12,744;0;1;0;1;0;2;99;4;0
222584;12,801;0;0;0;0;0;1;99;3;0
224084;12,862;4;0;0;0;0;0;99;2;0
225584;12,925;3;0;0;4;0;0;99;1;0
227084;12,985;2;0;0;3;0;4;99;0;0
228584;13,046;1;0;0;2;0;3;99;0;4
230084;13,105;0;0;0;1;0;2;99;4;3
231609;13,164;0;0;0;0;0;1;99;3;2
233109;13,234;0;0;4;0;0;0;99;2;1
234609;13,32;0;0;3;4;0;0;99;1;0
236109;13,382;0;0;2;3;4;0;99;0;0
237609;13,44;0;0;1;2;3;0;99;5;0
239109;13,497;0;0;0;1;2;0;99;4;0
240609;13,557;0;0;5;0;1;0;99;3;0
242109;13,633;0;0;4;5;0;0;99;2;0
243609;13,693;0;0;3;4;5;0;99;1;0
245109;13,765;0;0;2;3;4;0;99;0;0
246609;13,837;0;0;1;2;3;0;99;6;0
248135;13,912;0;0;0;1;2;0;99;5;0
249635;13,98;0;0;6;0;1;0;99;4;0
251135;14,054;0;4;5;0;0;0;99;3;0
252635;14,13;4;3;4;0;0;0;99;2;0
254135;14,219;3;2;3;0;0;0;99;1;0
255635;14,316;2;1;2;0;0;0;99;0;0
257135;14,492;1;0;1;4;0;0;99;0;0
258635;14,596;0;0;0;3;0;0;99;4;0
260135;14,747;0;0;0;2;4;0;99;3;0
261635;14,842;0;4;0;1;3;0;99;2;0
263135;14,927;0;3;0;0;2;0;99;1;0
264659;15,009;0;2;4;0;1;0;99;0;0
266159;15,09;0;1;3;0;0;0;99;5;0
267659;15,179;0;0;2;0;0;4;99;4;0
269159;15,261;0;5;1;0;0;3;99;3;0
270659;15,336;0;4;0;0;0;2;99;2;0
272159;15,424;4;3;0;0;0;1;99;1;0
273659;15,507;3;2;0;0;0;0;99;0;0
275159;15,599;2;1;0;0;0;0;99;6;0
276659;15,681;1;0;0;4;0;0;99;5;0
278159;15,762;0;6;0;3;0;0;99;4;0
279659;15,843;5;5;0;2;0;0;99;3;0
281190;15,928;4;4;0;1;0;0;99;2;0
282690;16,005;3;3;0;0;0;0;99;1;0
284190;16,089;2;2;0;0;0;0;99;0;4
285690;16,173;1;1;0;4;0;0;99;7;3
286690;16,226;0;0;0;3;0;0;99;6;2
288190;16,309;0;0;0;2;4;0;99;5;1
289690;16,387;0;0;0;1;3;0;99;4;0
291190;16,474;4;0;0;0;2;0;99;3;0
292690;16,566;3;4;0;0;1;0;99;2;0
294190;16,658;2;3;0;0;0;0;99;1;0
295690;16,751;1;2;0;4;0;0;99;0;0
297220;16,838;0;1;0;3;0;0;99;8;0
298720;16,922;0;0;0;2;4;0;99;99;0
300220;17,007;0;0;0;1;3;4;99;99;0
301720;17,086;0;0;0;0;2;3;99;99;0
303220;17,161;0;0;4;0;1;2;99;99;0
304720;17,239;0;0;3;0;0;1;99;99;0
306220;17,323;0;0;2;0;5;0;99;99;0
307720;17,405;0;0;1;0;4;0;99;99;4
309220;17,467;0;0;0;0;3;0;99;99;3
310720;17,544;0;0;0;4;2;0;99;99;2
312220;17,617;0;0;0;3;1;0;99;99;1
313746;17,686;0;0;0;2;0;0;99;99;0
315246;17,767;0;4;0;1;0;0;99;99;0
316746;17,85;4;3;0;0;0;0;99;99;0
318246;17,913;3;2;0;5;0;0;99;99;0
319746;17,989;2;1;0;4;0;0;99;99;0
321246;18,074;1;0;0;3;0;0;99;99;0
322746;18,158;0;0;0;2;4;0;99;99;0
324246;18,238;0;4;0;1;3;0;99;99;0
325746;18,31;0;3;0;0;2;0;99;99;0
327246;18,375;0;2;0;6;1;0;99;99;0
328746;18,452;0;1;0;5;0;0;99;99;0
330277;18,544;0;0;0;4;5;0;99;99;0
331777;18,645;0;5;0;3;4;0;99;99;0
333277;18,734;0;4;0;2;3;0;99;99;0
334777;18,831;0;3;0;1;2;0;99;99;0
336277;18,93;0;2;0;0;1;0;99;99;0
337777;19,018;0;1;0;0;0;4;99;99;0
339277;19,106;0;0;0;0;0;3;99;99;4
340777;19,203;4;0;0;0;0;2;99;99;3
342277;19,285;3;0;0;0;0;1;99;99;2
343777;19,374;2;0;0;0;0;0;99;99;1
345277;19,455;1;0;0;4;0;0;99;99;0
346807;19,54;0;0;0;3;4;0;99;99;0
348307;19,625;0;4;0;2;3;0;99;99;0
349807;19,707;0;3;0;1;2;0;99;99;0
351307;19,792;0;2;0;0;1;0;99;99;0
352807;19,878;0;1;0;0;0;4;99;99;0
354307;19,964;0;0;4;0;0;3;99;99;0
355807;20,055;4;0;3;0;0;2;99;99;0
357307;20,138;3;0;2;0;0;1;99;99;0
358807;20,224;2;0;1;0;0;0;99;99;0
360307;20,315;1;0;0;0;4;0;99;99;0
361807;20,403;0;0;0;0;3;0;99;99;4
363334;20,495;0;4;0;0;2;0;99;99;3
364834;20,577;0;3;0;0;1;0;99;99;2
366334;20,652;0;2;0;0;0;0;99;99;1
367834;20,731;0;1;0;4;0;0;99;99;0
369334;20,823;0;0;0;3;0;0;99;99;5
370834;20,9;0;0;0;2;4;0;99;99;4
372334;20,974;0;0;0;1;3;0;99;99;3
373834;21,056;0;0;0;0;2;0;99;99;2
375334;21,153;0;0;0;5;1;0;99;99;1
376834;21,227;0;0;0;4;0;0;99;99;0
378334;21,31;0;0;0;3;0;4;99;99;0
379865;21,418;0;0;4;2;0;3;99;99;0
381365;21,587;0;0;3;1;0;2;99;99;0
382865;21,694;0;0;2;0;0;1;99;99;0
384365;21,785;4;0;1;0;0;0;99;99;0
385865;21,872;3;0;0;4;0;0;99;99;0
387365;21,978;2;0;0;3;0;0;99;99;4
388865;22,093;1;0;0;2;0;0;99;99;3
390365;22,206;0;0;0;1;0;0;99;99;2
391865;22,298;0;0;0;0;4;0;99;99;1
393365;22,384;0;0;0;5;3;0;99;99;0
394865;22,47;0;0;0;4;2;4;99;99;0
396397;22,558;0;0;0;3;1;3;99;99;0
397897;22,641;0;0;0;2;0;2;99;99;0
399397;22,72;0;0;0;1;0;1;99;99;4
400897;22,801;0;0;0;0;0;0;99;99;3
402397;22,887;0;0;0;6;0;0;99;99;2
403897;22,97;0;0;0;5;4;0;99;99;1
405397;23,051;0;0;0;4;3;0;99;99;0
406897;23,133;0;4;0;3;2;0;99;99;0
408397;23,215;0;3;0;2;1;0;99;99;0
409897;23,297;0;2;0;1;0;0;99;99;0
411397;23,381;0;1;0;0;5;0;99;99;0
412928;23,471;0;0;4;0;4;0;99;99;0
414428;23,559;4;0;3;0;3;0;99;99;0
415928;23,646;3;0;2;0;2;0;99;99;0
417428;23,731;2;0;1;0;1;0;99;99;0
418928;23,815;1;0;0;0;0;0;99;99;0
420428;23,901;0;0;0;4;0;0;99;99;0
421928;23,989;0;0;0;3;4;0;99;99;0
423428;24,077;0;4;0;2;3;0;99;99;0
424928;24,158;0;3;0;1;2;0;99;99;0
426428;24,239;0;2;0;0;1;0;99;99;0
427928;24,322;0;1;0;5;0;0;99;99;0
429451;24,409;0;0;4;4;0;0;99;99;0
430951;24,495;0;0;3;3;4;0;99;99;0
432451;24,578;0;0;2;2;3;0;99;99;0
433951;24,661;0;0;1;1;2;0;99;99;0
435451;24,742;0;0;0;0;1;0;99;99;0
436951;24,863;0;0;0;6;0;0;99;99;0
438451;24,951;0;0;0;5;5;0;99;99;0
439951;25,038;4;0;0;4;4;0;99;99;0
441451;25,121;3;0;0;3;3;0;99;99;0
442951;25,205;2;0;0;2;2;0;99;99;0
444451;25,29;1;0;0;1;1;0;99;99;0
445984;25,373;0;0;0;0;0;0;99;99;0
447984;25,483;0;4;4;0;0;0;99;99;0
449484;25,568;0;3;3;0;0;0;99;99;4
450984;25,651;0;2;2;0;0;0;99;99;3
452484;25,731;0;1;1;0;0;0;99;99;2
453984;25,852;0;0;0;0;0;0;99;99;1
455484;25,939;0;0;0;0;4;0;99;99;0
456984;26,028;0;0;0;0;3;4;99;99;0
458484;26,109;0;4;0;0;2;3;99;99;0
459984;26,187;0;3;0;0;1;2;99;99;0
461484;26,271;0;2;0;0;0;1;99;99;0
463009;26,361;0;1;4;0;0;0;99;99;0
464509;26,447;0;0;3;4;0;0;99;99;0
466009;26,53;0;0;2;3;0;4;99;99;0
467509;26,613;0;0;1;2;0;3;99;99;0
469009;26,697;0;0;0;1;0;2;99;99;0
470509;26,783;0;0;0;0;4;1;99;99;0
472009;26,874;0;4;0;0;3;0;99;99;0
473509;26,947;0;3;4;0;2;0;99;99;0
475009;27,025;0;2;3;0;1;0;99;99;0
476509;27,11;0;1;2;0;0;0;99;99;0
478009;27,193;0;0;1;0;5;0;99;99;0
479539;27,286;0;5;0;0;4;0;99;99;0
481039;27,388;0;4;5;0;3;0;99;99;0
482539;27,474;0;3;4;0;2;0;99;99;0
484039;27,56;0;2;3;0;1;0;99;99;0
485539;27,643;0;1;2;0;0;0;99;99;0
487039;27,731;0;0;1;0;6;0;99;99;0
488539;27,818;0;0;0;0;5;4;99;99;0
490039;27,916;4;0;0;0;4;3;99;99;0
491539;28,0;3;0;0;0;3;2;99;99;0
493039;28,085;2;0;0;0;2;1;99;99;0
494539;28,168;1;0;0;0;1;0;99;99;0
496065;28,263;0;4;0;0;0;0;99;99;0
497565;28,345;0;3;0;4;0;0;99;99;0
499065;28,432;0;2;0;3;4;0;99;99;0
500565;28,516;0;1;0;2;3;0;99;99;0
502065;28,597;0;0;0;1;2;0;99;99;0
503565;28,681;0;5;0;0;1;0;99;99;0
505065;28,768;0;4;4;0;0;0;99;99;0
506565;28,859;4;3;3;0;0;0;99;99;0
508065;28,946;3;2;2;0;0;0;99;99;0
509565;29,032;2;1;1;0;0;0;99;99;0
511065;29,118;1;0;0;0;0;0;99;99;0
512590;29,214;0;6;0;0;0;0;99;99;0
514090;29,313;0;5;0;4;0;0;99;99;0
515590;29,406;0;4;0;3;4;0;99;99;0
517090;29,492;0;3;0;2;3;0;99;99;0
518590;29,579;0;2;0;1;2;0;99;99;0
520090;29,665;0;1;0;0;1;0;99;99;0
521590;29,753;0;0;4;0;0;0;99;99;0
523090;29,846;0;0;3;4;0;0;99;99;0
524590;29,935;0;0;2;3;4;0;99;99;0
526090;30,02;0;0;1;2;3;0;99;99;0
527590;30,134;0;0;0;1;2;0;99;99;0
529123;30,247;0;0;0;0;1;4;99;99;0
530623;30,333;4;0;0;0;0;3;99;99;0
532123;30,428;3;4;0;0;0;2;99;99;0
533623;30,515;2;3;0;0;0;1;99;99;0
535123;30,604;1;2;0;0;0;0;99;99;0
536623;30,695;0;1;0;4;0;0;99;99;0
538123;30,789;0;0;0;3;0;0;99;99;4
539623;30,882;0;5;0;2;0;0;99;99;3
541123;30,971;0;4;0;1;0;0;99;99;2
542623;31,058;0;3;0;0;0;0;99;99;1
544123;31,154;0;2;0;5;0;0;99;99;0
545647;31,249;4;1;0;4;0;0;99;99;0
547147;31,333;3;0;0;3;0;0;99;99;0
548647;31,417;2;6;0;2;0;0;99;99;0
550147;31,497;1;5;0;1;0;0;99;99;0
551647;31,574;0;4;0;0;0;0;99;99;0
553147;31,652;0;3;0;6;0;0;99;99;0
554647;31,727;4;2;0;5;0;0;99;99;0
556147;31,791;3;1;0;4;0;0;99;99;0
557647;31,877;2;0;0;3;0;0;99;99;0
559147;31,963;1;0;0;2;0;4;99;99;0
560647;32,044;0;0;0;1;0;3;99;99;0
562175;32,133;0;0;0;0;0;2;99;99;4
563675;32,215;4;0;0;0;0;1;99;99;3
565175;32,297;3;0;0;0;0;0;99;99;2
566675;32,383;2;0;0;0;4;0;99;99;1
568175;32,47;1;0;0;0;3;0;99;99;0
569675;32,558;0;0;0;4;2;0;99;99;0
